序号,资料编号,规则名称,文件标题,发布机构,采集来源机构,发布日期,文号,省份,原始适用范围,市场主题,来源类型,权威等级,有效状态,是否原文,原文链接,本地文本路径,备注
379,AUTO-20260502-5359AA8284,冀北电网集中式光伏扶贫电站优先调度实施细则（试行）,华北能源监管局关于印发《冀北电网集中式光伏扶贫电站优先调度实施细则（试行）》的通知,国家能源局派出机构,国家能源局华北监管局,2018-11-05,华北监能市场〔2018〕489号,北京;天津;河北;山西;内蒙古,华北区域,电网;新能源,监管规则,B,试行,是,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120193.html,03_处理后文本\2018-11-05_华北区域_国家能源局派出机构_华北能源监管局关于印发《冀北电网集中式光伏扶贫电站优先调度实施细则（试行）》的通知.txt,华北能源监管局关于印发《冀北电网集中式光伏扶贫电站优先调度实施细则（试行）》... 2018-11-05
380,AUTO-20260502-5B0D55E3A4,新疆区域新能源发电企业与燃煤自备电厂调峰替代交易实施细则（暂行）,关于印发《新疆区域新能源发电企业与燃煤自备电厂调峰替代交易实施细则（暂行）》补充条款的通知,国家能源局新疆监管办公室,国家能源局新疆监管办公室,2018-11-26,,新疆,新疆,辅助服务;新能源,监管规则,B,现行有效,是,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116232.html,03_处理后文本\2018-11-26_新疆_国家能源局新疆监管办公室_关于印发《新疆区域新能源发电企业与燃煤自备电厂调峰替代交易实施细则（暂行）》补充条款的通知.txt,关于印发《新疆区域新能源发电企业与燃煤自备电厂调峰替代交易实施细则（暂行）》补充条款的通知 2018-11-26；OCR文本待人工复核
381,AUTO-20260502-2950343FAA,新疆区域电力市场信息披露实施细则（试行）,关于印发《新疆区域电力市场信息披露实施细则（试行）》的通知,国家能源局新疆监管办公室,国家能源局新疆监管办公室,2018-12-06,,新疆,新疆,电力市场,监管规则,B,试行,是,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116238.html,03_处理后文本\2018-12-06_新疆_国家能源局新疆监管办公室_关于印发《新疆区域电力市场信息披露实施细则（试行）》的通知.txt,关于印发《新疆区域电力市场信息披露实施细则（试行）》的通知 2018-12-06；OCR文本待人工复核
382,AUTO-20260502-B2EB4E219D,福建省电力辅助服务（调峰）交易规则（试行）,国家能源局福建监管办公室关于印发《福建省电力辅助服务（调峰）交易规则（试行）》补充修订内容的通知（闽监能市场〔2018〕138号）,国家能源局福建监管办公室,国家能源局福建监管办公室,2018-12-22,闽监能市场〔2018〕138号,福建,福建,辅助服务,监管规则,B,试行,是,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221205.html,03_处理后文本\2018-12-22_福建_国家能源局福建监管办公室_国家能源局福建监管办公室关于印发《福建省电力辅助服务（调峰）交易规则（试行）》补充修订内容的通知（闽监能市场〔2018〕138号）.txt,国家能源局福建监管办公室关于印发《福建省电力辅助服务（调峰）交易规则（试行）... 2018-12-22；OCR文本待人工复核
383,AUTO-20260502-F9FA14325D,江苏增量配电网企业供电服务规范（试行）,江苏能源监管办关于印发《江苏增量配电网企业供电服务规范（试行）》的通知,国家能源局江苏监管办公室,国家能源局江苏监管办公室-通知,2019-01-07,,江苏,江苏,电网,监管规则,B,试行,是,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32131.html,03_处理后文本\2019-01-07_江苏_国家能源局江苏监管办公室_江苏能源监管办关于印发《江苏增量配电网企业供电服务规范（试行）》的通知.txt,江苏能源监管办关于印发《江苏增量配电网企业供电服务规范（试行）》的通知 2019-01-07
384,AUTO-20260502-60F4C79A3D,新疆电力市场监管实施细则（试行）,关于印发《新疆电力市场监管实施细则（试行）》的通知,国家能源局新疆监管办公室,国家能源局新疆监管办公室,2019-01-17,,新疆,新疆,电力市场,监管规则,B,试行,是,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116252.html,03_处理后文本\2019-01-17_新疆_国家能源局新疆监管办公室_关于印发《新疆电力市场监管实施细则（试行）》的通知.txt,关于印发《新疆电力市场监管实施细则（试行）》的通知 2019-01-17；OCR文本待人工复核
385,AUTO-20260502-F67E0AF46B,山东能源监管办关于征求风电场并网管理运行管理实施细则修订意见,山东能源监管办关于征求风电场并网管理运行管理实施细则修订意见的通知,国家能源局派出机构,国家能源局山东监管办公室,2019-04-10,,山东,山东,新能源,监管规则,B,现行有效,是,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110394.html,03_处理后文本\2019-04-10_山东_国家能源局派出机构_山东能源监管办关于征求风电场并网管理运行管理实施细则修订意见的通知.txt,山东能源监管办关于征求风电场并网管理运行管理实施细则修订意见的通知 2019-04-10
386,AUTO-20260502-565A5A12EC,关于加强电力中长期交易监管的意见,国家能源局印发《关于加强电力中长期交易监管的意见》的通知（国能发监管〔2019〕70号）,国家能源局福建监管办公室,国家能源局福建监管办公室,2019-09-18,国能发监管〔2019〕70号,福建,福建,中长期,监管规则,B,现行有效,是,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221213.html,03_处理后文本\2019-09-18_福建_国家能源局福建监管办公室_国家能源局印发《关于加强电力中长期交易监管的意见》的通知（国能发监管〔2019〕70号）.txt,国家能源局印发《关于加强电力中长期交易监管的意见》的通知（国能发监管〔2019〕7... 2019-09-18
387,AUTO-20260502-B0BD036641,国家能源局印发关于加强电力中长期交易监管的意见的通知,关于转发《国家能源局印发关于加强电力中长期交易监管的意见的通知》的通知,国家能源局新疆监管办公室,国家能源局新疆监管办公室,2019-12-26,,新疆,新疆,中长期,监管规则,B,现行有效,是,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116363.html,03_处理后文本\2019-12-26_新疆_国家能源局新疆监管办公室_关于转发《国家能源局印发关于加强电力中长期交易监管的意见的通知》的通知.txt,关于转发《国家能源局印发关于加强电力中长期交易监管的意见的通知》的通知 2019-12-26；OCR文本待人工复核
388,AUTO-20260502-91F27D9B7D,新疆电力市场信息报送实施细则（试行）,关于印发《新疆电力市场信息报送实施细则（试行）》的通知,国家能源局新疆监管办公室,国家能源局新疆监管办公室,2020-04-14,,新疆,新疆,电力市场,监管规则,B,试行,是,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116391.html,03_处理后文本\2020-04-14_新疆_国家能源局新疆监管办公室_关于印发《新疆电力市场信息报送实施细则（试行）》的通知.txt,关于印发《新疆电力市场信息报送实施细则（试行）》的通知 2020-04-14；OCR文本待人工复核
389,AUTO-20260502-975B75285D,福建省电力调峰辅助服务交易规则（试行）（2020年修订版）,福建能源监管办关于征求《福建省电力调峰辅助服务交易规则（试行）（2020年修订版）》（征求意见稿）修改意见的函,国家能源局福建监管办公室,国家能源局福建监管办公室,2020-05-28,,福建,福建,辅助服务,监管规则,B,试行,是,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221232.html,03_处理后文本\2020-05-28_福建_国家能源局福建监管办公室_福建能源监管办关于征求《福建省电力调峰辅助服务交易规则（试行）（2020年修订版）》（征求意见稿）修改意见的函.txt,福建能源监管办关于征求《福建省电力调峰辅助服务交易规则（试行）（2020年修订版... 2020-05-28；OCR文本待人工复核
390,AUTO-20260502-3BF8700E79,福建省电力调峰辅助服务交易规则(试行)(2020年修订版),国家能源局福建监管办公室关于印发《福建省电力调峰辅助服务交易规则(试行)(2020年修订版)》的通知,国家能源局福建监管办公室,国家能源局福建监管办公室,2020-06-30,,福建,福建,辅助服务,监管规则,B,试行,是,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221236.html,03_处理后文本\2020-06-30_福建_国家能源局福建监管办公室_国家能源局福建监管办公室关于印发《福建省电力调峰辅助服务交易规则(试行)(2020年修订版)》的通知.txt,国家能源局福建监管办公室关于印发《福建省电力调峰辅助服务交易规则(试行)(2020年... 2020-06-30；OCR文本待人工复核
391,AUTO-20260502-A765E1CC44,华中区域并网发电厂辅助服务管理实施细则;华中区域发电厂并网运行管理实施细则,国家能源局华中监管局关于印发《华中区域并网发电厂辅助服务管理实施细则》和《华中区域发电厂并网运行管理实施细则》的通知,国家能源局派出机构,国家能源局华中监管局,2020-09-07,,重庆;江西;河南;湖北;湖南;四川;西藏,华中区域,辅助服务,监管规则,B,现行有效,是,https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165548.html,03_处理后文本\2020-09-07_华中区域_国家能源局派出机构_国家能源局华中监管局关于印发《华中区域并网发电厂辅助服务管理实施细则》和《华中区域发电厂并网运行管理实施细则》的通知.txt,国家能源局华中监管局关于印发《华中区域并网发电厂辅助服务管理实施细则》和《华... 2020-09-07
392,AUTO-20260502-CCC64E163E,华北能源监管局关于公开征求京津冀绿色电力市场化交易规则和京津冀绿色电力市场化交易优先调度实施细则意见,华北能源监管局关于公开征求京津冀绿色电力市场化交易规则和京津冀绿色电力市场化交易优先调度实施细则意见,国家能源局派出机构,国家能源局华北监管局,2020-11-09,,北京;天津;河北;山西;内蒙古,华北区域,电力市场;绿电,监管规则,B,征求意见,是,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120293.html,03_处理后文本\2020-11-09_华北区域_国家能源局派出机构_华北能源监管局关于公开征求京津冀绿色电力市场化交易规则和京津冀绿色电力市场化交易优先调度实施细则意见.txt,华北能源监管局关于公开征求京津冀绿色电力市场化交易规则和京津冀绿色电力市场化... 2020-11-09
393,AUTO-20260502-7E77F18093,南方区域发电厂并网运行管理实施细则;南方区域并网发电厂辅助服务管理实施细则,关于印发《南方区域发电厂并网运行管理实施细则》及《南方区域并网发电厂辅助服务管理实施细则》（2020,国家能源局派出机构,国家能源局南方监管局,2020-12-31,,广东;广西;海南;贵州;云南,南方区域,辅助服务,监管规则,B,现行有效,是,https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245631.html,03_处理后文本\2020-12-31_南方区域_国家能源局派出机构_关于印发《南方区域发电厂并网运行管理实施细则》及《南方区域并网发电厂辅助服务管理实施细则》（2020.txt,关于印发《南方区域发电厂并网运行管理实施细则》及《南方区域并网发电厂辅助服务... 2020-12-31
394,AUTO-20260502-816135392C,市工业和信息化局关于印发2021年春节期间电力需求响应实施细则,市工业和信息化局关于印发2021年春节期间电力需求响应实施细则的通知,天津市工业和信息化局,天津市工业和信息化局,2021-02-05,津工信电力〔2021〕3号,天津,天津,需求响应,官方政策,A,现行有效,是,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202107/t20210713_5507773.html,03_处理后文本\2021-02-05_天津_天津市工业和信息化局_市工业和信息化局关于印发2021年春节期间电力需求响应实施细则的通知.txt,市工业和信息化局关于印发2021年春节期间电力需求响应实施细则的通知2021-02-05
395,AUTO-20260502-DD952557A2,四川能源监管办发布新版电力中长期交易规则,四川能源监管办发布新版电力中长期交易规则,国家能源局四川监管办公室,国家能源局四川监管办公室,2021-02-23,,四川,四川,中长期,监管规则,B,现行有效,是,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134239.html,03_处理后文本\2021-02-23_四川_国家能源局四川监管办公室_四川能源监管办发布新版电力中长期交易规则.txt,四川能源监管办发布新版电力中长期交易规则 2021-02-23
